Id,Reputation,DaysExisted,Views,UpVotes,DownVotes,QuestionViews,QuestionVotes,Questions,Answers,AcceptedAnswers,GoldBadges,SilverBadges,BronzeBadges
"57907","153","2358","1","1","0","1018","5","2","0","0","0","0","3"
"98703","153","1910","13","11","0","1493","13","5","1","0","0","0","6"
"60820","153","2312","5","1","0","357","5","2","1","1","0","0","4"
"72802","153","2189","27","4","0","1115","3","6","0","0","0","0","7"
"987","153","3695","73","1","0","3407","5","1","0","0","0","1","5"
"281942","153","61","45","8","0","1674","5","30","1","0","0","0","7"
"57900","153","2358","5","7","0","863","5","1","0","0","0","0","3"
"106890","153","1823","0","1","0","253","4","1","0","0","0","0","3"
"72402","153","2195","5","47","0","392","3","2","1","0","0","0","7"
"112765","153","1775","1","3","0","97","5","2","0","0","0","0","3"
"82800","153","2076","9","3","0","1848","5","3","0","0","0","0","4"
"30398","153","2686","11","0","0","1864","5","1","0","0","0","0","3"
"75921","153","2149","6","3","0","1849","5","1","0","0","0","0","4"
"133448","153","1573","20","3","0","834","10","2","0","0","0","0","6"
"83636","153","2065","9","1","0","1054","5","1","0","0","0","0","6"
"75800","153","2151","10","6","0","2505","15","6","0","0","0","0","7"
"251959","153","387","3","0","0","112","5","1","0","0","0","0","2"
"46707","153","2458","68","5","0","35115","5","1","0","0","1","1","6"
"75892","153","2150","6","4","0","619","3","2","2","0","0","0","5"
"140502","153","1502","7","4","0","1207","5","1","0","0","0","0","6"
"11791","153","3083","34","7","2","18463","3","4","1","1","1","1","8"
"181550","153","1120","29","16","1","251","3","2","1","0","0","0","10"
"24509","153","2825","3","2","0","1180","4","2","0","0","0","0","6"
"29975","153","2695","8","0","0","8800","5","1","0","0","0","1","4"
"101286","153","1882","3","0","0","964","5","2","0","0","0","0","4"
"147528","153","1435","6","1","0","1185","5","1","0","0","0","0","4"
"46445","153","2462","17","34","0","4423","4","3","0","0","0","1","8"
"186472","153","1075","22","0","0","2913","2","5","0","0","0","0","4"
"46795","153","2457","11","1","0","1594","5","1","0","0","0","0","4"
"283053","153","51","12","3","0","317","5","4","0","0","0","0","4"
"2830","153","3603","30","9","0","3412","5","2","0","0","0","1","5"
"24398","153","2828","12","2","0","722","3","5","1","0","0","0","7"
"109600","153","1808","39","0","0","10542","-6","11","0","0","0","1","8"
"109256","153","1811","22","5","0","2354","5","2","0","0","0","0","6"
"47174","153","2451","9","5","0","125","5","1","1","0","0","0","6"
"76054","153","2148","10","23","0","1771","5","1","0","0","0","0","6"
"234651","153","603","4","12","0","1156","5","1","0","0","0","0","6"
"9783","153","3164","18","3","0","3720","5","2","1","0","0","1","5"
"145997","153","1449","25","8","0","1628","3","3","0","0","0","0","6"
"83668","153","2065","12","9","0","2921","4","2","0","0","0","0","7"
"3101","153","3587","16","1","0","634","5","1","0","0","0","0","5"
"178096","153","1156","1","2","0","144","4","2","0","0","0","0","5"
"11592","153","3091","6","2","0","1342","5","1","0","0","0","0","4"
"186502","153","1074","0","2","0","148","4","1","1","0","0","0","6"
"75798","153","2152","35","27","0","0","0","0","8","2","0","0","5"
"47025","153","2453","0","0","0","105","5","1","0","0","0","0","2"
"17437","153","2957","5","1","0","1230","5","1","0","0","0","0","5"
"43972","153","2500","20","1","0","7197","5","1","0","0","0","1","5"
"204821","153","898","2","4","0","53","5","1","0","0","0","0","4"
"44132","153","2497","11","4","0","12237","4","2","0","0","1","1","6"
"4686","153","3484","18","9","1","1275","5","1","0","0","0","0","7"
"59894","153","2326","9","2","0","1027","5","2","1","0","0","0","4"
"59897","153","2326","0","1","0","4424","5","1","0","0","0","1","4"
"122679","153","1679","5","7","0","404","4","4","1","0","0","0","5"
"205010","153","895","6","1","0","223","5","1","0","0","0","0","3"
"170919","153","1224","30","13","0","6890","12","14","0","0","0","0","9"
"58796","153","2343","20","14","0","510","5","1","0","0","0","0","3"
"193886","153","1017","0","1","0","280","5","1","0","0","0","0","4"
"173064","153","1204","7","2","0","912","4","5","0","0","0","0","6"
"28009","153","2740","30","6","0","11610","5","6","0","0","0","2","9"
"249659","153","420","5","2","0","141","5","1","0","0","0","0","4"
"36773","153","2591","13","1","0","683","5","2","0","0","0","0","3"
"193860","153","1018","2","41","3","0","0","0","2","1","0","0","5"
"269029","153","219","3","2","0","256","5","3","0","0","0","0","5"
"44855","153","2485","5","1","1","415","3","1","1","1","0","0","6"
"144330","153","1464","9","1","0","734","4","3","0","0","0","0","4"
"119220","153","1709","17","1","0","14577","15","1","0","0","1","1","5"
"44502","153","2492","17","0","0","15907","4","4","0","0","1","1","4"
"144826","153","1460","12","2","0","161","5","2","0","0","0","0","5"
"36484","153","2597","11","6","0","1054","5","2","0","0","0","0","5"
"175614","153","1179","7","1","0","218","4","4","0","0","0","0","4"
"251125","153","397","2","2","0","598","5","1","0","0","0","0","4"
"6906","153","3327","11","21","0","3273","5","1","0","0","0","1","8"
"37115","153","2585","111","36","0","3055","15","2","0","0","0","1","9"
"44609","153","2490","9","2","0","3448","14","4","0","0","0","0","6"
"9213","153","3190","11","1","0","3371","5","1","0","0","0","1","5"
"271971","152","181","33","42","2","244","5","5","1","0","0","0","7"
"185448","152","1084","40","69","1","894","13","15","3","0","0","0","9"
"137064","152","1537","20","5","0","0","0","0","6","1","0","0","5"
"5551","152","3413","21","1","2","265","5","1","0","0","0","0","5"
"12599","152","3054","16","7","2","20449","4","2","0","0","1","1","7"
"166202","152","1275","3","1","0","35","2","1","1","1","0","0","4"
"214972","152","796","19","1","1","272","5","1","0","0","0","0","4"
"9060","152","3199","44","32","0","0","0","0","5","3","0","0","7"
"76140","152","2147","9","23","3","1674","4","2","0","0","0","0","6"
"11546","152","3092","35","0","0","0","0","0","1","1","0","0","2"
"64889","151","2271","13","14","0","0","0","0","3","0","0","0","3"
"167088","151","1265","1","2","0","0","0","0","2","0","0","0","2"
"1234","151","3678","19","5","0","1016","5","1","0","0","0","0","4"
"87295","151","2017","28","4","0","2059","2","5","0","0","0","0","6"
"21440","151","2902","7","13","0","794","5","2","0","0","0","0","5"
"1802","151","3653","27","0","0","1568","5","1","0","0","0","0","3"
"114563","151","1758","17","0","0","10623","5","1","0","0","1","1","4"
"23427","151","2849","6","1","0","0","0","0","1","0","0","0","2"
"86015","151","2033","12","0","0","11938","5","1","0","0","1","1","3"
"85986","151","2033","34","3","0","0","0","0","1","0","0","0","2"
"141962","151","1486","4","1","0","234","5","3","0","0","0","0","3"
"85738","151","2036","4","0","0","56","5","1","0","0","0","0","2"
"1094","151","3687","71","174","6","414","0","2","1","0","0","0","11"
"7810","151","3272","6","3","0","4940","5","1","0","0","0","1","6"
"70634","151","2218","8","1","0","0","0","0","1","0","0","1","2"
"42167","151","2527","22","4","0","1315","5","2","0","0","0","0","4"
"152803","151","1397","16","29","0","1651","4","4","0","0","0","0","7"
"21341","151","2904","14","1135","0","0","0","0","1","0","1","1","7"
"172139","151","1212","34","29","0","39","0","2","3","2","0","0","6"
"41563","151","2535","27","0","0","3758","4","7","0","0","0","0","6"
"23589","151","2845","8","2","0","1004","15","2","0","0","0","0","3"
"77492","151","2129","13","2","0","638","15","4","0","0","0","0","5"
"68091","151","2241","7","0","0","4569","5","1","0","0","0","1","4"
"7397","151","3297","1","2","0","386","3","1","1","0","0","0","4"
"70708","151","2217","44","100","0","192","0","1","5","0","1","1","5"
"1885","151","3648","11","1","0","2439","5","2","0","0","0","0","4"
"142138","151","1484","4","6","0","2201","4","1","1","1","0","0","6"
"190298","151","1050","6","2","0","0","0","0","2","0","0","0","3"
"64801","151","2272","53","21","0","4046","0","5","0","0","0","0","8"
"127255","151","1638","1","1","0","166","3","1","0","0","0","0","5"
"127425","151","1636","4","0","0","1967","5","2","0","0","0","0","2"
"154148","151","1383","5","0","0","197","5","1","0","0","0","0","1"
"1752","151","3656","23","3","0","17150","4","2","0","0","1","1","5"
"23059","151","2858","1","2","0","558","5","1","0","0","0","0","2"
"94056","151","1959","3","1","0","1067","5","1","0","0","0","0","4"
"1466","151","3672","24","23","0","7318","4","2","0","0","0","1","5"
"236035","151","585","4","25","0","72","1","1","4","3","0","0","6"
"21698","151","2895","18","6","0","3996","5","1","0","0","0","2","4"
"21544","151","2899","10","3","0","789","5","1","0","0","0","0","3"
"223390","151","717","8","6","1","143","2","1","1","0","0","0","7"
"232622","151","628","3","0","0","114","5","1","0","0","0","0","2"
"7236","151","3305","38","4","0","765","3","1","2","1","0","0","7"
"67837","151","2245","5","4","0","364","4","2","1","0","0","0","5"
"197872","151","975","2","5","0","629","4","2","0","0","0","0","6"
"41912","151","2531","16","2","0","4012","5","1","0","0","0","1","4"
"23144","151","2855","4","1","0","700","3","1","1","0","0","0","4"
"68207","151","2239","65","38","0","4844","11","9","1","0","0","0","11"
"271314","151","190","6","4","0","283","4","9","0","0","0","0","5"
"10641","151","3127","36","3","0","33350","4","3","0","0","1","1","6"
"127349","151","1636","12","9","5","1160","4","2","0","0","0","0","7"
"26108","151","2788","4","1","0","2691","15","1","0","0","0","1","4"
"232590","151","628","3","1","0","0","0","0","1","1","0","0","3"
"97571","151","1922","17","2","0","1195","9","2","5","0","0","0","7"
"172707","151","1207","195","12","0","7235","14","6","4","0","0","1","7"
"167594","151","1259","26","2","0","1667","4","6","0","0","0","0","4"
"26946","151","2767","24","0","0","3038","13","2","1","0","0","1","5"
"131214","151","1596","6","1","0","1171","5","3","0","0","0","0","3"
"172710","151","1207","3","1","0","73","5","2","0","0","0","0","2"
"218844","151","765","17","6","0","680","4","5","0","0","0","0","6"
"79374","151","2107","8","13","0","168","3","2","1","0","0","0","5"
"158660","151","1339","1","3","0","180","4","2","0","0","0","0","3"
"209003","151","853","5","3","0","268","5","1","0","0","0","0","4"
"155887","151","1367","1","1","0","375","5","1","0","0","0","0","3"
"275582","151","135","2","1","0","82","5","1","0","0","0","0","3"
"139681","151","1511","36","0","0","4703","5","4","1","0","0","1","4"
"286840","151","14","0","0","0","0","0","0","1","0","0","0","3"
"511","151","3735","16","0","0","5507","5","2","0","0","0","1","5"
"163269","151","1297","14","1","0","1411","4","2","0","0","0","0","5"
"93043","151","1970","6","0","0","322","5","1","0","0","0","0","3"
"80609","151","2104","12","0","0","5806","5","3","0","0","0","1","3"
"79362","151","2107","4","3","0","467","5","1","0","0","0","0","3"
"8215","151","3247","8","6","0","60","2","1","1","0","0","0","4"
"81816","151","2088","3","10","0","0","0","0","2","0","0","0","3"
"31888","151","2658","9","12","0","0","0","0","1","0","0","0","5"
"55454","151","2400","16","4","0","89","3","1","1","0","0","0","5"
"167611","151","1259","12","2","0","280","1","2","2","0","0","0","7"
"139359","151","1515","10","3","0","304","4","6","0","0","0","0","5"
"243653","151","495","22","4","0","2813","12","11","0","0","0","0","4"
"4069","151","3523","6","1","0","2665","4","1","0","0","0","1","4"
"167699","151","1258","7","4","0","4398","13","3","0","0","0","1","7"
"47433","151","2447","1","4","0","0","0","0","1","0","0","0","2"
"8048","151","3258","2","1","1","0","0","0","1","0","0","0","4"
"156156","151","1364","2","0","0","1160","5","2","0","0","0","0","2"
"146275","151","1447","16","2","0","0","0","0","8","0","0","0","3"
"26087","151","2788","2","0","0","871","5","1","0","0","0","0","3"
"145044","151","1458","1","6","0","103","1","2","3","1","0","0","7"
"190660","151","1047","29","236","0","9197","1","3","0","0","0","2","10"
"201686","151","937","14","3","0","1124","5","1","0","0","0","0","6"
"3999","151","3528","49","309","0","1811","13","3","1","1","0","1","9"
"4042","151","3524","4","9","0","556","5","1","0","0","0","0","2"
"33565","151","2645","4","5","0","0","0","0","1","0","0","0","4"
"31927","151","2657","6","0","0","686","15","2","0","0","0","0","2"
"120485","151","1705","42","161","0","10249","13","10","0","0","0","1","16"
"131493","151","1593","2","1","0","2397","4","1","0","0","0","0","5"
"240905","151","519","0","1","0","156","4","1","0","0","0","0","4"
"32020","151","2656","19","0","0","1438","15","1","0","0","0","0","3"
"32449","151","2647","11","1","0","2103","5","2","0","0","0","0","3"
"81144","151","2097","10","0","0","515","4","2","0","0","0","0","1"
"139402","151","1515","1","0","0","286","3","1","0","0","0","0","2"
"8282","151","3243","2","4","0","706","5","1","0","0","0","0","4"
"228095","151","667","2","2","0","766","4","1","0","0","0","0","3"
"27392","151","2757","8","0","0","1027","3","6","0","0","0","0","4"
"31934","151","2657","14","2","0","0","0","0","3","0","0","0","5"
"116749","151","1736","2","0","0","578","5","1","0","0","0","0","1"
"27377","151","2757","3","2","0","0","0","0","1","0","0","0","5"
"71402","151","2207","5","5","0","646","4","2","0","0","0","0","4"
"174421","151","1190","80","7","0","5402","4","5","0","0","0","1","11"
"14315","151","3029","14","0","0","657","3","3","1","0","0","0","3"
"131807","151","1590","1","1","0","564","5","2","0","0","0","0","3"
"62185","151","2307","10","1","0","0","0","0","1","0","0","1","5"
"34504","151","2633","13","3","0","4952","15","5","0","0","0","0","3"
"50381","151","2432","2","1","0","2691","15","1","0","0","0","1","4"
"57224","151","2370","31","93","2","0","0","0","1","1","0","0","8"
"132005","151","1588","7","0","0","220","5","2","0","0","0","0","3"
"62078","151","2308","17","2","0","888","4","1","0","0","0","0","4"
"14487","151","3024","42","7","0","1558","15","1","0","0","0","0","6"
"103395","151","1855","4","1","0","2096","5","1","0","0","0","0","4"
"35101","151","2624","5","2","0","185","3","1","1","0","0","0","4"
"11506","151","3094","13","0","0","0","0","0","2","0","0","0","3"
"143507","151","1472","2","5","0","182","4","2","0","0","0","0","4"
"34985","151","2626","17","1","0","1444","15","1","0","0","0","0","5"
"11177","151","3105","6","0","0","2850","15","1","0","0","0","1","3"
"184110","151","1096","5","7","0","1219","5","2","0","0","0","0","3"
"66498","151","2251","15","19","3","162","5","1","0","0","0","0","6"
"285667","151","25","5","1","0","325","4","1","0","0","0","0","4"
"113750","151","1766","118","6","0","30660","3","4","0","0","1","3","6"
"115460","151","1749","4","0","0","1741","5","1","0","0","0","0","2"
"50421","151","2431","5","2","0","6220","4","1","0","0","0","1","5"
"16009","151","3005","5","2","0","2197","4","1","0","0","0","0","4"
"192538","151","1030","36","1","0","398","-2","2","0","0","0","0","4"
"103229","151","1857","19","2","0","1714","2","9","0","0","0","0","6"
"5907","151","3389","13","2","0","499","5","1","0","0","0","0","4"
"11276","151","3102","29","10","0","7153","5","2","0","0","0","2","6"
"27678","151","2749","0","0","0","585","5","1","0","0","0","0","2"
"57131","151","2371","7","3","0","0","0","0","2","2","0","2","4"
"34162","151","2637","11","0","0","329","4","1","0","0","0","0","4"
"34019","151","2640","3","0","0","880","3","1","1","1","0","0","4"
"138135","151","1526","72","1","0","12050","4","5","0","0","0","1","9"
"138145","151","1526","14","12","0","924","4","3","1","0","0","0","6"
"125210","151","1650","0","1","0","0","0","0","1","0","0","0","2"
"270011","151","207","0","0","0","156","5","1","0","0","0","0","1"
"102922","151","1861","7","5","0","175","4","2","0","0","0","0","5"
"277517","151","112","2","0","0","0","0","0","1","0","0","0","2"
"66378","151","2252","6","0","0","0","0","0","1","0","0","1","3"
"62481","151","2303","185","0","0","36886","15","1","0","0","1","1","3"
"33960","151","2641","13","6","0","412","2","1","2","0","0","0","6"
"15830","151","3012","0","0","0","0","0","0","1","0","0","1","3"
"2322","151","3632","5","1","0","0","0","0","1","0","0","0","4"
"45493","151","2476","7","0","0","1546","5","1","0","0","0","0","5"
"21204","151","2909","128","0","0","36687","2","1","1","0","1","1","8"
"37981","151","2573","22","3","0","3340","14","7","0","0","0","0","7"
"236927","151","573","6","2","0","902","11","17","0","0","0","0","7"
"164862","151","1290","2","1","0","110","4","2","0","0","0","0","4"
"78057","151","2123","56","1","0","131","1","1","2","0","0","0","7"
"56613","151","2379","15","0","0","4900","5","2","0","0","0","1","4"
"203273","151","917","5","0","0","608","5","1","0","0","0","0","1"
"222516","151","726","18","38","1","83","2","3","8","2","0","0","10"
"2177","151","3637","30","0","0","10946","15","1","0","0","1","1","3"
"16409","151","2991","36","0","0","184","7","1","1","0","0","1","3"
"2180","151","3637","3","0","0","550","15","1","0","0","0","0","2"
"17126","151","2968","19","0","0","23971","15","1","0","0","1","1","3"
"5647","151","3406","9","0","0","0","0","0","1","0","0","0","2"
"194657","151","1010","2","0","0","104","5","1","0","0","0","0","2"
"45720","151","2473","1","0","0","127","5","1","0","0","0","0","2"
"16398","151","2991","17","0","0","0","0","0","1","0","0","1","2"
"16342","151","2993","4","0","0","1476","4","1","0","0","0","0","4"
"56899","151","2375","4","1","0","0","0","0","1","0","0","0","2"
"90015","151","1994","25","2","0","6186","0","2","1","0","0","1","3"
"63705","151","2285","5","4","0","371","4","1","0","0","0","0","5"
"17111","151","2968","13","11","0","1729","1","1","1","0","0","0","6"
"5013","151","3456","15","3","0","921","4","3","1","0","0","0","5"
"45568","151","2475","9","0","0","376","2","2","0","0","0","0","1"
"56679","151","3661","9","0","0","1885","2","1","1","0","0","0","6"
"112528","151","1778","7","2","0","5982","5","2","0","0","0","1","5"
"215079","151","795","13","71","2","746","12","8","1","1","0","0","6"
"2273","151","3634","87","10","0","101917","32","3","0","0","2","5","8"
"104753","151","1843","17","1","0","0","0","0","1","0","0","1","3"
"12573","151","3055","1","6","0","2120","5","1","0","0","0","0","4"
"211890","151","826","56","1","0","1490","14","1","0","0","0","0","6"
"112320","151","1780","4","3","0","1072","15","1","0","0","0","0","5"
"45932","151","2469","3","3","0","1275","4","1","0","0","0","0","5"
"5783","151","3398","14","2","0","0","0","0","1","0","0","0","4"
"77616","151","2128","15","1","0","8083","5","1","0","0","0","1","5"
"118126","151","1721","9","0","0","1501","5","2","0","0","0","0","2"
"110103","151","1803","4","1","0","410","4","2","0","0","0","0","4"
"239994","151","530","7","6","0","287","5","4","0","0","0","0","3"
"13011","151","3039","4","12","0","200","5","1","0","0","0","0","2"
"154648","151","1378","4","0","0","825","4","2","0","0","0","0","5"
"77768","151","2126","9","3","0","11479","4","1","0","0","1","1","6"
"56164","151","2387","32","0","0","0","0","0","4","2","0","0","4"
"225456","151","696","12","3","0","418","5","2","0","0","0","0","3"
"5536","151","3414","4","0","0","484","5","1","0","0","0","0","3"
"5323","151","3428","9","1","0","988","5","1","0","0","0","0","3"
"134219","151","1566","4","0","0","3271","5","1","0","0","0","1","2"
"168783","151","1245","102","48","3","1221","2","5","12","5","0","0","13"
"16766","151","2981","10","1","0","2475","5","1","0","0","0","0","4"
"107210","151","1821","5","6","0","528","5","1","0","0","0","0","4"
"21087","151","2912","26","0","0","21065","2","3","0","0","1","2","6"
"165489","151","1284","2","0","0","761","2","1","2","0","0","0","4"
"41508","151","2536","29","3","0","1077","10","2","0","0","0","0","5"
"166227","151","1275","2","0","0","459","5","1","0","0","0","0","1"
"142624","151","1480","6","1","0","1097","5","2","0","0","0","0","3"
"142464","151","1481","2","3","0","1055","5","3","0","0","0","0","2"
"117799","151","1725","1","0","0","0","0","0","1","0","0","0","1"
"90172","151","1992","43","0","0","916","5","1","0","0","0","0","3"
"56186","151","2387","5","1","0","0","0","0","1","0","0","0","4"
"45666","151","2474","7","0","0","4032","15","1","0","0","0","1","3"
"4963","151","3461","2","0","0","1188","5","1","0","0","0","0","2"
"154800","151","1377","9","0","0","0","0","0","1","0","0","0","1"
"16451","151","2990","12","22","0","744","5","2","0","0","0","0","2"
"133926","151","1568","2","0","0","422","5","3","0","0","0","0","3"
"45685","151","2473","4","0","0","684","5","1","0","0","0","0","1"
"122921","151","1677","4","3","0","0","0","0","4","0","0","0","4"
"268696","151","223","9","3","5","0","0","0","3","2","0","0","5"
"279733","151","86","4","0","0","0","0","0","1","0","0","0","2"
"63016","151","2294","12","1","0","1223","5","2","0","0","0","0","5"
"227038","151","678","6","2","0","2473","4","1","0","0","0","0","4"
"68518","151","2234","4","1","0","4912","15","1","0","0","0","1","4"
"121179","151","1697","2","0","0","99","5","1","0","0","0","0","1"
"65291","151","2266","15","0","0","361","5","1","1","0","0","0","3"
"63336","151","2290","17","8","0","2119","3","4","2","0","0","0","8"
"9093","151","3197","8","18","0","1416","4","1","0","0","0","0","6"
"89147","151","2005","10","2","0","0","0","0","3","0","0","1","5"
"40220","151","2556","3","0","0","526","5","1","0","0","0","0","1"
"10308","151","3139","10","3","0","286","5","1","0","0","0","0","3"
"87717","151","2011","9","39","0","198","3","1","2","0","0","0","8"
"30841","151","2677","18","0","0","5473","5","1","0","0","0","1","2"
"84103","151","2059","11","2","0","1172","5","1","0","0","0","0","3"
"62828","151","2297","20","1","0","2135","5","2","0","0","0","0","5"
"10354","151","3138","16","7","0","1342","1","3","0","0","0","0","5"
"26","151","3750","53","0","0","0","0","0","3","0","0","0","2"
"86805","151","2023","5","95","0","1969","5","3","0","0","0","0","4"
"279758","151","85","36","3","0","2248","5","10","0","0","0","0","5"
"31244","151","2669","37","11","1","255","4","3","2","0","0","0","8"
"140031","151","1508","41","2","0","10814","14","1","0","0","1","1","5"
"411","151","3738","13","0","0","0","0","0","2","0","0","0","2"
"65188","151","2267","30","0","0","12352","15","1","0","0","1","1","3"
"426","151","3737","18","2","0","0","0","0","1","0","0","0","3"
"420","151","3738","18","4","0","0","0","0","1","0","0","0","3"
"140023","151","1508","3","0","0","157","5","1","0","0","0","0","2"
"115028","151","1753","4","0","0","454","4","1","0","0","0","0","2"
"78508","151","2118","12","1","0","1175","5","1","0","0","0","0","4"
"75280","151","2158","8","3","0","0","0","0","2","0","0","0","4"
"128","151","3749","11","19","0","0","0","0","1","0","0","0","3"
"38693","151","2563","22","0","0","1246","0","6","0","0","0","0","4"
"65678","151","2261","1","3","0","747","5","2","0","0","0","0","3"
"277","151","3742","3","0","0","8533","5","1","0","0","0","1","3"
"10527","151","3131","33","0","0","4645","15","1","0","0","0","1","3"
"252277","151","382","5","0","0","199","5","1","0","0","0","0","2"
"6308","151","3364","368","2","0","976","4","1","0","0","0","0","5"
"195028","151","1006","10","4","2","200","5","3","0","0","0","0","7"
"63445","151","2288","4","0","0","0","0","0","1","0","0","0","1"
"9029","151","3201","4","2","0","924","5","1","0","0","0","0","5"
"106177","151","1830","40","33","0","991","1","3","1","0","0","0","7"
"121529","151","1693","10","0","0","2282","-1","3","0","0","0","0","2"
"8964","151","3205","73","1","0","866","1","1","0","0","0","0","2"
"89309","151","2003","66","1","0","2543","4","2","0","0","0","0","5"
"10167","151","3146","61","3","0","37361","15","2","0","0","1","1","6"
"29113","151","2715","7","1","0","1225","4","1","0","0","0","0","4"
"92270","151","1979","103","4","0","14132","7","12","0","0","0","2","12"
"25554","151","2801","14","2","0","0","0","0","1","0","0","1","2"
"20788","151","2919","1","0","0","196","5","1","0","0","0","0","1"
"25423","151","2804","27","1","0","20792","5","2","0","0","1","1","4"
"101958","151","1874","7","3","0","1383","5","2","0","0","0","0","5"
"73695","151","2178","0","106","0","169","5","1","0","0","0","0","7"
"29212","151","2713","0","10","0","152","4","1","0","0","0","0","3"
"25229","151","2810","5","0","0","1193","5","2","0","0","0","0","1"
"2596","151","3615","46","2","0","10364","5","3","0","0","0","1","4"
"843","151","3707","14","4","0","0","0","0","1","0","0","0","3"
"95020","151","1948","4","0","0","0","0","0","2","0","0","0","2"
"95317","151","1945","4","0","0","512","2","1","1","1","0","0","5"
"52088","151","2419","1","4","0","0","0","0","1","0","0","0","2"
"862","151","3706","8","6","0","5776","4","1","0","0","0","1","5"
"212841","151","817","23","15","0","3256","14","9","0","0","0","0","8"
"58308","151","2351","2","3","0","116","5","2","0","0","0","0","3"
"31553","151","2665","10","0","0","9837","15","2","0","0","0","1","3"
"283632","151","45","13","4","0","686","3","4","0","0","0","1","6"
"20763","151","2920","56","0","0","21700","4","1","0","0","1","1","5"
"3363","151","3570","5","0","0","1076","15","1","0","0","0","0","3"
"169192","151","1242","4","1","0","188","5","1","0","0","0","0","3"
"20368","151","2931","629","87","144","0","0","0","2","0","0","3","8"
"106990","151","1822","7","28","0","0","0","0","1","0","0","1","5"
"3338","151","3572","129","1","0","26376","4","1","0","0","1","1","7"
"150559","151","1409","7","3","0","2329","4","1","0","0","0","0","5"
"98623","151","1910","4","0","0","0","0","0","1","0","0","1","2"
"3283","151","3576","70","0","0","83350","15","2","0","0","2","2","3"
"58184","151","2354","3","2","0","760","5","1","0","0","0","0","4"
"105114","151","1839","32","1","0","7343","4","2","0","0","0","2","7"
"58230","151","2353","10","0","0","0","0","0","1","0","0","0","2"
"147155","151","1439","1","0","0","108","5","1","0","0","0","0","2"
"3659","151","3550","171","0","0","50419","5","1","0","0","1","1","3"
"99413","151","1903","6","3","0","2472","4","2","0","0","0","0","5"
"945","151","3699","6","0","0","403","5","1","0","0","0","0","1"
"106820","151","1823","8","16","0","342","4","1","1","0","0","0","5"
"257199","151","321","3","0","0","1472","15","1","0","0","0","0","4"
"99386","151","1903","7","3","0","4310","4","1","0","0","0","1","6"
"60845","151","2312","23","13","0","113","2","2","3","0","0","0","7"
"113783","151","1766","1","0","0","1108","5","2","0","0","0","0","3"
"155638","151","1369","26","12","1","0","0","0","1","0","0","0","4"
"181168","151","1124","1","3","0","234","4","1","0","0","0","0","3"
"11935","151","3078","1","0","0","133","5","1","0","0","0","0","2"
"3221","151","3580","5","6","0","650","5","1","0","0","0","0","4"
"9931","151","3157","5","1","0","852","5","1","0","0","0","0","2"
"234518","151","605","24","6","0","930","12","9","1","0","0","0","5"
"111537","151","1789","4","5","0","77","5","1","0","0","0","0","3"
"96018","151","1938","8","0","0","1679","5","1","0","0","0","0","2"
"83408","151","2068","9","5","0","0","0","0","2","0","0","0","3"
"23941","151","2837","5","2","0","0","0","0","1","0","0","1","5"
"182826","151","1108","2","1","0","482","4","1","0","0","0","0","4"
"111399","151","1790","2","1","0","849","14","3","0","0","0","0","5"
"3262","151","3577","10","0","0","748","5","1","0","0","0","0","1"
"11902","151","3079","13","39","0","4650","14","1","2","0","0","1","7"
"83404","151","2068","0","9","0","0","0","0","2","2","0","0","6"
"30562","151","2683","20","0","0","3109","4","5","0","0","0","0","6"
"177820","151","1159","7","0","0","0","0","0","1","0","0","1","2"
"18762","151","2949","5","1","0","2157","4","1","0","0","0","0","6"
"3106","151","3587","33","2","0","3176","5","1","0","0","0","1","4"
"214628","151","800","3","2","0","0","0","0","1","0","0","0","4"
"217751","151","779","3","0","0","978","15","1","0","0","0","0","4"
"24635","151","2822","10","0","0","16863","15","1","0","0","1","1","3"
"17453","151","2957","2","9","0","602","5","2","0","0","0","0","3"
"146134","151","1448","2","2","0","284","5","2","0","0","0","0","2"
"260076","151","303","4","0","0","102","5","1","0","0","0","0","1"
"2859","151","3601","67","2","0","1710","5","1","0","0","0","0","4"
"2968","151","3594","39","0","0","0","0","0","0","0","0","1","4"
"109612","151","1808","6","0","0","0","0","0","1","0","0","0","3"
"75953","151","2149","3","16","0","0","0","0","1","0","0","0","5"
"17408","151","2957","13","2","0","837","5","1","0","0","0","0","3"
"17223","151","2964","9","7","0","2196","4","1","0","0","0","0","5"
"140412","151","1503","8","7","0","119","5","2","0","0","0","0","4"
"19899","151","2944","6","7","0","110","5","1","0","0","0","0","3"
"251772","151","389","1","0","0","53","5","1","0","0","0","0","1"
"17144","151","2967","19","6","0","2727","15","2","0","0","0","1","4"
"223890","151","712","1","0","0","484","5","3","0","0","0","0","2"
"47057","151","2453","41","6","0","1491","4","4","0","0","0","0","8"
"8768","151","3217","42","1","0","50607","5","1","0","0","1","1","5"
"8522","151","3228","63","0","0","1927","15","2","3","0","0","0","7"
"9715","151","3167","4","1","0","789","5","1","0","0","0","0","3"
"214522","151","801","2","0","0","177","5","1","0","0","0","0","2"
"234732","151","602","2","9","0","0","0","0","1","0","0","0","4"
"10019","151","3153","17","0","0","21269","15","1","0","0","1","1","3"
"11638","151","3089","4","0","0","145","5","1","0","0","0","0","2"
"260355","151","301","96","15","0","1092","14","8","0","0","0","0","5"
"181007","151","1125","31","3","0","813","15","10","0","0","0","0","7"
